,,,,,,,,,,,,
Quality Control Table,,,,,,,,,,,,
Kit ID,NMID,Client Label,Sample Type,Volume Filtered,Date Received,DNA Amplified,Sequencing QC,Target OTUs Detected,% Target,% Non-Target,Reported,Comment
SSC-01-00733,29245,2023 C IG P3 S4,Client Sample,NA,14/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00734,29246,2023 C IG P3 S5,Client Sample,NA,14/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01155,30216,2023 E CC1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01178,30224,2023 E CC1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01158,30228,2023 E CC1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01162,30235,2023 E CC1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01161,30214,2023 E CC1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01146,30222,2023 E CC1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01190,30244,2023 E CC1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01188,30218,2023 E CC1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01191,30248,2023 E CC1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01189,30247,2023 E CC1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01194,30245,2023 E CC1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01145,30213,2023 E CC1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01157,30254,2023 E CC1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01175,30256,2023 E CC1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01160,30234,2023 E CC1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00868,30157,2023 E DH1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00867,30158,2023 E DH1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00869,30159,2023 E DH1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00886,30160,2023 E DH1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00880,30161,2023 E DH1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00872,30202,2023 E DH1 P10 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00873,30203,2023 E DH1 P10 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00874,30204,2023 E DH1 P10 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00875,30205,2023 E DH1 P10 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00812,30206,2023 E DH1 P10 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00834,30162,2023 E DH1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00881,30163,2023 E DH1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00839,30164,2023 E DH1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00831,30165,2023 E DH1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00879,30166,2023 E DH1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00803,30167,2023 E DH1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00820,30168,2023 E DH1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00823,30169,2023 E DH1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00877,30170,2023 E DH1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00858,30171,2023 E DH1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00876,30172,2023 E DH1 P4 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00816,30173,2023 E DH1 P4 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00815,30174,2023 E DH1 P4 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00817,30175,2023 E DH1 P4 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00814,30176,2023 E DH1 P4 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00841,30177,2023 E DH1 P5 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00805,30178,2023 E DH1 P5 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00821,30179,2023 E DH1 P5 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00836,30180,2023 E DH1 P5 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00840,30181,2023 E DH1 P5 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00800,30182,2023 E DH1 P6 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00796,30183,2023 E DH1 P6 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00837,30184,2023 E DH1 P6 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00838,30185,2023 E DH1 P6 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00819,30186,2023 E DH1 P6 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00870,30187,2023 E DH1 P7 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00871,30188,2023 E DH1 P7 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00802,30189,2023 E DH1 P7 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00818,30190,2023 E DH1 P7 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00828,30191,2023 E DH1 P7 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00832,30192,2023 E DH1 P8 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00830,30193,2023 E DH1 P8 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00822,30194,2023 E DH1 P8 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00825,30195,2023 E DH1 P8 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00826,30196,2023 E DH1 P8 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00829,30197,2023 E DH1 P9 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00835,30198,2023 E DH1 P9 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00824,30199,2023 E DH1 P9 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00833,30200,2023 E DH1 P9 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00878,30201,2023 E DH1 P9 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01193,30299,2023 E FO1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01202,30320,2023 E FO1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01197,30294,2023 E FO1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01203,30301,2023 E FO1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01198,30317,2023 E FO1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01199,30307,2023 E FO1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01205,30311,2023 E FO1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01196,30309,2023 E FO1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01204,30298,2023 E FO1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01201,30303,2023 E FO1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00885,30292,2023 E FO1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01208,30319,2023 E FO1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01206,30315,2023 E FO1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00813,30321,2023 E FO1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01209,30308,2023 E FO1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00850,30280,2023 E HF1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00845,30261,2023 E HF1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00842,30284,2023 E HF1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00866,30278,2023 E HF1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00856,30291,2023 E HF1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01154,30242,2023 E HF1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01153,30231,2023 E HF1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01169,30253,2023 E HF1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01166,30233,2023 E HF1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01174,30236,2023 E HF1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01152,30255,2023 E HF1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01170,30230,2023 E HF1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01150,30251,2023 E HF1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01165,30239,2023 E HF1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01149,30220,2023 E HF1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01151,30250,2023 E HF1 P4 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01156,30257,2023 E HF1 P4 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01164,30217,2023 E HF1 P4 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01163,30232,2023 E HF1 P4 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01167,30237,2023 E HF1 P4 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00801,30283,2023 E HF1 P5 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00799,30260,2023 E HF1 P5 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00843,30272,2023 E HF1 P5 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00793,30290,2023 E HF1 P5 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00844,30262,2023 E HF1 P5 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00882,30265,2023 E HF1 P6 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01173,30281,2023 E HF1 P6 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01176,30285,2023 E HF1 P6 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00865,30287,2023 E HF1 P6 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00811,30266,2023 E HF1 P6 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00806,30267,2023 E HF1 P7 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00863,30269,2023 E HF1 P7 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00810,30276,2023 E HF1 P7 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00849,30274,2023 E HF1 P7 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00864,30268,2023 E HF1 P7 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01168,30258,2023 E PF1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01172,30238,2023 E PF1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01171,30227,2023 E PF1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00883,30219,2023 E PF1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01177,302883,2023 E PF1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00809,30240,2023 E PF1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01179,30221,2023 E PF1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00848,30252,2023 E PF1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00847,30226,2023 E PF1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00846,30246,2023 E PF1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00862,30225,2023 E PF1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00827,30215,2023 E PF1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00861,30259,2023 E PF1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00860,30229,2023 E PF1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00884,30243,2023 E PF1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00808,302493,2023 E PF1 P4 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00807,30223,2023 E PF1 P4 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00859,302773,2023 E PF1 P4 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00852,302893,2023 E PF1 P4 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00853,30263,2023 E PF1 P4 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00854,302863,2023 E PF1 P5 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00857,30271,2023 E PF1 P5 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00851,302793,2023 E PF1 P5 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00855,302823,2023 E PF1 P5 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00798,303223,2023 E PF1 P5 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00797,302753,2023 E PF1 P6 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00794,30270,2023 E PF1 P6 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00804,30273,2023 E PF1 P6 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00792,30241,2023 E PF1 P6 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00795,30264,2023 E PF1 P6 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01195,30296,2023 E SS1 P1 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01192,30293,2023 E SS1 P1 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01185,30305,2023 E SS1 P1 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01200,30304,2023 E SS1 P1 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01186,30316,2023 E SS1 P1 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01207,30318,2023 E SS1 P2 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01180,30300,2023 E SS1 P2 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01181,30302,2023 E SS1 P2 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01182,30314,2023 E SS1 P2 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01184,30297,2023 E SS1 P2 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01183,30313,2023 E SS1 P3 S1,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01148,30312,2023 E SS1 P3 S2,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01147,30295,2023 E SS1 P3 S3,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01159,30310,2023 E SS1 P3 S4,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01187,30306,2023 E SS1 P3 S5,Client Sample,NA,20/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01229,29844,2023 E WW P1 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01225,29840,2023 E WW P1 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01218,29833,2023 E WW P1 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01219,29834,2023 E WW P1 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01211,29826,2023 E WW P1 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01214,29829,2023 E WW P2 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01223,29838,2023 E WW P2 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01217,29832,2023 E WW P2 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01215,29830,2023 E WW P2 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01224,29839,2023 E WW P2 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01220,29835,2023 E WW P3 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01216,29831,2023 E WW P3 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01228,29843,2023 E WW P3 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01222,29837,2023 E WW P3 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01226,29841,2023 E WW P3 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01227,29842,2023 E WW P4 S1,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01212,29827,2023 E WW P4 S2,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01221,29836,2023 E WW P4 S3,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01210,29825,2023 E WW P4 S4,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01213,29828,2023 E WW P4 S5,Client Sample,NA,28/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-01016,30596,2023 N KE P1 S1,Client Sample,NA,27/4/23,Yes,Yes,Yes,100,0,Yes,Sample reported
