,,,,,,,,,,,,
Quality Control Table,,,,,,,,,,,,
Kit ID,NMID,Client Label,Sample Type,Volume Filtered,Date Received,DNA Amplified,Sequencing QC,Target OTUs Detected,% Target,% Non-Target,Reported,Comment
SSC-01-01253,29746,2023 Y NE1 P3 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,10.3,89.7,Yes,Sample reported
SSC-01-01239,29763,2023 Y NE1 P3 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,87.3,12.7,Yes,Sample reported
SSC-01-01233,29762,2023 Y NE1 P3 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,77.6,22.4,Yes,Sample reported
SSC-01-01254,29743,2023 Y NE1 P3 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.3,1.6,Yes,Sample reported
SSC-01-01250,29750,2023 Y NE1 P3 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,43.9,56.1,Yes,Sample reported
SSC-01-00897,29742,2023 Y NE1 P4 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.7,1.3,Yes,Sample reported
SSC-01-00960,29793,2023 Y NE1 P4 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,39.2,60.8,Yes,Sample reported
SSC-01-00904,29764,2023 Y NE1 P4 S4 (1),Client Sample,NA,24/3/23,Yes,Yes,Yes,10.7,89.3,Yes,Sample reported
SSC-01-00958,29791,2023 Y NE1 P4 S4 (2),Client Sample,NA,24/3/23,Yes,Yes,Yes,79.3,20.7,Yes,Sample reported
SSC-01-00939,29314,2023 Y NE1 P4 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,60.8,39.2,Yes,Sample reported
SSC-01-00916,29295,2023 Y NE1 P5 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,87.3,12.7,Yes,Sample reported
SSC-01-00915,29294,2023 Y NE1 P5 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,98.8,1.2,Yes,Sample reported
SSC-01-00913,29293,2023 Y NE1 P5 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,51.1,48.9,Yes,Sample reported
SSC-01-00919,29298,2023 Y NE1 P5 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,61.8,38.2,Yes,Sample reported
SSC-01-00917,29296,2023 Y NE1 P5 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,35.2,64.8,Yes,Sample reported
SSC-01-00914,29768,2023 Y NE1 P6 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,75.9,24.1,Yes,Sample reported
SSC-01-00922,29769,2023 Y NE1 P6 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,99.8,0.2,Yes,Sample reported
SSC-01-00901,29287,2023 Y NE1 P6 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,44.4,55.6,Yes,Sample reported
SSC-01-00936,29313,2023 Y NE1 P6 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,98.1,1.9,Yes,Sample reported
SSC-01-00887,29280,2023 Y NE1 P7 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,33.6,66.4,Yes,Sample reported
SSC-01-00930,29308,2023 Y NE1 P7 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,53.8,46.2,Yes,Sample reported
SSC-01-00928,29306,2023 Y NE1 P7 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,94.9,5.1,Yes,Sample reported
SSC-01-00932,29310,2023 Y NE1 P7 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,99.6,0.4,Yes,Sample reported
SSC-01-00925,29303,2023 Y NE1 P7 S5 (1),Client Sample,NA,15/3/23,Yes,Yes,Yes,78.1,21.9,Yes,Sample reported
SSC-01-00929,29307,2023 Y NE1 P7 S5 (2),Client Sample,NA,15/3/23,Yes,Yes,Yes,20.4,79.6,Yes,Sample reported
SSC-01-00918,29297,2023 Y NE1 P8 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,96.5,3.5,Yes,Sample reported
SSC-01-00931,29309,2023 Y NE1 P8 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,94.9,5.1,Yes,Sample reported
SSC-01-00761,29279,2023 Y NE1 P8 S3 (1),Client Sample,NA,15/3/23,Yes,Yes,Yes,100,0,Yes,Sample reported
SSC-01-00920,29299,2023 Y NE1 P8 S3 (2),Client Sample,NA,15/3/23,Yes,Yes,Yes,61.2,38.8,Yes,Sample reported
SSC-01-00910,29290,2023 Y NE1 P8 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,75.2,24.8,Yes,Sample reported
SSC-01-00923,29301,2023 Y NE1 P9 S1,Client Sample,NA,15/3/23,Yes,Yes,Yes,97.2,2.8,Yes,Sample reported
SSC-01-00927,29305,2023 Y NE1 P9 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,75.6,24.4,Yes,Sample reported
SSC-01-00926,29304,2023 Y NE1 P9 S3,Client Sample,NA,15/3/23,Yes,Yes,Yes,51.7,48.3,Yes,Sample reported
SSC-01-00933,29311,2023 Y NE1 P9 S4,Client Sample,NA,15/3/23,Yes,Yes,Yes,90.3,9.7,Yes,Sample reported
SSC-01-00934,29312,2023 Y NE1 P9 S5,Client Sample,NA,15/3/23,Yes,Yes,Yes,87.9,12.1,Yes,Sample reported
SSC-01-00952,29785,2023 Y WS1 P1 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,61.4,38.6,Yes,Sample reported
SSC-01-01237,29744,2023 Y WS1 P1 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,96.8,3.2,Yes,Sample reported
SSC-01-00947,29780,2023 Y WS1 P1 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,90.5,9.5,Yes,Sample reported
SSC-01-01249,29756,2023 Y WS1 P1 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,93.4,6.6,Yes,Sample reported
SSC-01-01234,29761,2023 Y WS1 P1 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,12,88,Yes,Sample reported
SSC-01-00950,29783,2023 Y WS1 P2 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,52,48,Yes,Sample reported
SSC-01-01235,29745,2023 Y WS1 P2 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,96.5,3.5,Yes,Sample reported
SSC-01-01230,29747,2023 Y WS1 P2 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,27.2,72.8,Yes,Sample reported
SSC-01-01252,29755,2023 Y WS1 P2 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,84.3,15.7,Yes,Sample reported
SSC-01-00951,29784,2023 Y WS1 P2 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,53.2,46.8,Yes,Sample reported
SSC-01-01231,29748,2023 Y WS1 P3 S1,Client Sample,NA,24/3/23,Yes,Yes,Yes,97.2,2.8,Yes,Sample reported
SSC-01-00954,29787,2023 Y WS1 P3 S2,Client Sample,NA,24/3/23,Yes,Yes,Yes,98.9,1.1,Yes,Sample reported
SSC-01-01248,29795,2023 Y WS1 P3 S3,Client Sample,NA,24/3/23,Yes,Yes,Yes,77.2,22.8,Yes,Sample reported
SSC-01-01240,29749,2023 Y WS1 P3 S4,Client Sample,NA,24/3/23,Yes,Yes,Yes,99,1,Yes,Sample reported
SSC-01-01238,29758,2023 Y WS1 P3 S5,Client Sample,NA,24/3/23,Yes,Yes,Yes,91.8,8.2,Yes,Sample reported
SSC-01-00903,29288,2034 Y NE1 P10 S2,Client Sample,NA,15/3/23,Yes,Yes,Yes,69.1,30.9,Yes,Sample reported
SSC-01-00777,29159,2023 W FD1 P5 S3,Client Sample,NA,08/3/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SSC-01-00782,29160,2023 W FD1 P5 S4,Client Sample,NA,08/3/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SSC-01-00908,29767,2023 Y K P4 S4,Client Sample,NA,24/3/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SSC-01-01037,30455,2023 N WE1 P9 S4,Client Sample,NA,25/4/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SSC-01-01071,30489,2023 N WE1 P5 S1,Client Sample,NA,25/4/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SSC-01-01004,30585,2023 N KE P5 S3,Client Sample,NA,27/4/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
SOS-01-04008,28489,2023 S WP P2 S2,Client Sample,NA,13/2/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SSC-01-00710,29091,2023 W BH1 P1 S5,Client Sample,NA,08/3/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SOS-01-04070,29868,2023 S WH P5 S4,Client Sample,NA,28/3/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SSC-01-01044,30462,2023 N WE1 P5 S5,Client Sample,NA,25/4/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SSC-01-01055,30473,2023 N WE1 P4 S4,Client Sample,NA,25/4/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SSC-01-01068,30486,2023 N WE1 P10 S4,Client Sample,NA,25/4/23,Yes,No,N/A,N/A,N/A,No,"Data QC failed, no species reported"
SSC-01-00787,29163,2023 W FD1 P6 S2,Client Sample,NA,08/3/23,No,N/A,N/A,N/A,N/A,No,"No amplifiable DNA, no species reported"
